rank,frontier_score,frontier_stage,family_id,family_label,canonical_work_id,family_work_count,family_chunked_count,family_discovered_count,family_failed_count,family_collection_ids,family_jurisdiction_lanes,family_topic_family,candidate_work_id,candidate_title,candidate_collection_id,candidate_jurisdiction_lane,candidate_creator,candidate_publication_year,candidate_ingest_status,candidate_member_role,candidate_volume_like,candidate_series_title_key,candidate_creator_title_key,candidate_priority_score,candidate_title_penalty,candidate_topic_score,candidate_archive_series_count,candidate_archive_creator_series_count,candidate_archive_series_penalty,candidate_archive_creator_series_penalty,rationale
38,1471,uncovered_family,family-materia-medica-liber-i-de-plantis-secundum-gener-b322384930,"Materia medica, liber I. De plantis. Secundum genera, loca, nomina, qualitates, vires, differentias, durationes, simplicia, modos, usus, synonyma, culturas, praeparata, potentias, composita, digestus",wellcome-xtum85vk,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-xtum85vk,"Materia medica, liber I. De plantis. Secundum genera, loca, nomina, qualitates, vires, differentias, durationes, simplicia, modos, usus, synonyma, culturas, praeparata, potentias, composita, digestus / [Carl von Linné].",wellcome-collection,UK,,1749,discovered,canonical,no,materia medica liber i de plantis secundum genera loca nomina qualitates vires differentias durationes simplicia modos usus synonyma culturas praeparata potentias composita digestus,unknown::materia medica liber i de plantis secundum genera loca nomina qualitates vires differentias durationes simplicia modos usus synonyma culturas praeparata potentias composita digestus,481,0,52,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
39,1471,uncovered_family,family-pedanii-dioscoridis-anazarbei-de-materia-medica--2f4cc2cfd8,"Pedanii Dioscoridis Anazarbei De materia medica libri quinque. Ad fidem codicum manuscriptorum, editionis Aldinae principis ... et interpretum priscorum",wellcome-bn68mk4f,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-bn68mk4f,"Pedanii Dioscoridis Anazarbei De materia medica libri quinque. Ad fidem codicum manuscriptorum, editionis Aldinae principis ... et interpretum priscorum / textum recensuit, varias addidit lectiones, interpretationem emendavit, commentario illustravi Curtius Sprengel.",wellcome-collection,UK,,1829,discovered,canonical,no,pedanii dioscoridis anazarbei de materia medica libri quinque ad fidem codicum manuscriptorum editionis aldinae principis et interpretum priscorum,unknown::pedanii dioscoridis anazarbei de materia medica libri quinque ad fidem codicum manuscriptorum editionis aldinae principis et interpretum priscorum,481,0,52,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
40,1471,uncovered_family,family-works-of-william-cullen-m-d-containing-his-physi-50fb6dad13,"The works of William Cullen, M.D. containing his physiology, nosology, and first lines of the practice of physic: with numerous extracts from his manuscript papers, and from his Treatise of the materia medica",wellcome-d5vq9tfn,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-d5vq9tfn,"The works of William Cullen, M.D. containing his physiology, nosology, and first lines of the practice of physic: with numerous extracts from his manuscript papers, and from his Treatise of the materia medica / Edited by John Thomson.",wellcome-collection,UK,,1827,discovered,canonical,no,works of william cullen m d,unknown::works of william cullen m d,481,0,52,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
41,1471,uncovered_family,family-tournefortius-contractus-sub-forma-tabularum-sis-3c4e22dbfa,"Tournefortius contractus, sub forma tabularum sistens institutiones rei herbariae juxta methodum modernorum, cum Laboratorio parisiensi ejusdem autoris. Accedit materia medica a Paulo Hermanno in certas classes characteristicas redacta, cum duplici schematismo, excursionibus botanicis et herbariis vivis conficiendis inserviente",wellcome-vyj6vza9,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-vyj6vza9,"Tournefortius contractus, sub forma tabularum sistens institutiones rei herbariae juxta methodum modernorum, cum Laboratorio parisiensi ejusdem autoris. Accedit materia medica a Paulo Hermanno in certas classes characteristicas redacta, cum duplici schematismo, excursionibus botanicis et herbariis vivis conficiendis inserviente / Accurante Christophoro Berhardo Valentini.",wellcome-collection,UK,,1715,discovered,canonical,no,tournefortius contractus sub forma tabularum sistens institutiones rei herbariae juxta methodum modernorum cum laboratorio parisiensi ejusdem autoris accedit materia medica a paulo hermanno in certas classes characteristicas redacta cum duplici schematismo excursionibus botanicis et herbariis vivis conficiendis inserviente,unknown::tournefortius contractus sub forma tabularum sistens institutiones rei herbariae juxta methodum modernorum cum laboratorio parisiensi ejusdem autoris accedit materia medica a paulo hermanno in certas classes characteristicas redacta cum duplici schematismo excursionibus botanicis et herbariis vivis conficiendis inserviente,481,0,52,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
42,1470,uncovered_family,family-every-man-his-own-physician-unknown-906bc46d75,Every man his own physician,wellcome-qu8xtvxf,2,0,2,0,wellcome-collection,UK,materia-medica,wellcome-qu8xtvxf,"Every man his own physician : being a complete collection of efficacious and approved remedies, for every disease incident to the human body ; with plain instructions for their common use / by John Theobald, M.D. author of the Medulla medicine ; compiled at the command of His Royal Highness of the Duke of Cumberland.",wellcome-collection,UK,,1794,discovered,canonical,no,every man his own physician,unknown::every man his own physician,476,0,38,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
43,1470,uncovered_family,family-zoonomia-unknown-91a4a5e6dc,Zoonomia,wellcome-pgqybuhu,2,0,2,0,wellcome-collection,UK,materia-medica,wellcome-pgqybuhu,"Zoonomia : or, the laws of organic life / by Erasmus Darwin.",wellcome-collection,UK,,1796,discovered,canonical,no,zoonomia,unknown::zoonomia,476,0,38,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
44,1469,uncovered_family,family-descriptive-catalogue-of-the-anatomical-and-path-0e102b590e,A descriptive catalogue of the Anatomical and Pathological Museum of St. Bartholomew's Hospital,wellcome-g5wjx87t,1,0,1,0,wellcome-collection,UK,botany,wellcome-g5wjx87t,A descriptive catalogue of the Anatomical and Pathological Museum of St. Bartholomew's Hospital / published by order of the governors.,wellcome-collection,UK,,1882,discovered,canonical,no,descriptive catalogue of the anatomical and pathological museum of st bartholomews hospital,unknown::descriptive catalogue of the anatomical and pathological museum of st bartholomews hospital,477,0,54,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
45,1469,uncovered_family,family-mothers-guide-and-daughters-friend-lind-gd1-73bb7d989d,The mother's guide and daughter's friend,nlm-67060470R,1,0,1,0,nlm-digital-collections,US,household-health;hygiene,nlm-67060470R,"The mother's guide and daughter's friend : a compendium of valuable information for women : embracing sexual physiology, sexual hygiene, housekeeping and home-making, care and culture of children, description and hints on home treatment of the most common diseases of women and children, what to do until the doctor comes, occupations suitable for women, domestic economy, etc., etc",nlm-digital-collections,US,"Lind, G. Dallas (George Dallas), 1847-",,discovered,canonical,no,mothers guide and daughters friend,lind g dallas 1847::mothers guide and daughters friend,471,0,60,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: household-health;hygiene; recommended lane: nlm-digital-collections; canonical candidate
46,1469,uncovered_family,family-wellcomes-professional-nurses-diary-1905-6-unkno-a7eb70b2bb,Wellcome's professional nurse's diary 1905-6,wellcome-u9gydmng,1,0,1,0,wellcome-collection,UK,materia-medica;nursing,wellcome-u9gydmng,Wellcome's professional nurse's diary 1905-6 : (African edition) / Burroughs Wellcome and Co.,wellcome-collection,UK,,1905,discovered,canonical,no,wellcomes professional nurses diary 1905 6,unknown::wellcomes professional nurses diary 1905 6,473,0,58,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica;nursing; recommended lane: wellcome-collection; canonical candidate
47,1469,uncovered_family,family-wellcomes-professional-nurses-diary-and-ready-re-ffcdac20ae,Wellcome's professional nurse's diary and ready reference 1907-8,wellcome-n58x5nhx,1,0,1,0,wellcome-collection,UK,materia-medica;nursing,wellcome-n58x5nhx,Wellcome's professional nurse's diary and ready reference 1907-8 / Burroughs Wellcome and Co.,wellcome-collection,UK,,1907,discovered,canonical,no,wellcomes professional nurses diary and ready reference 1907 8,unknown::wellcomes professional nurses diary and ready reference 1907 8,473,0,58,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica;nursing; recommended lane: wellcome-collection; canonical candidate
48,1468,uncovered_family,family-family-guide-to-health-and-husbandry-niesz-j-e6bbc1ab23,The family guide to health and husbandry,nlm-64330080R,2,0,2,0,nlm-digital-collections;wellcome-collection,UK;US,domestic-medicine,nlm-64330080R,"The family guide to health and husbandry : containing essays on homoeopathic and other medical preparations for the cure of diseases of men, horses, cattle and sheep, and imparting useful information to the dairyman and wool grower",nlm-digital-collections,US,"Niesz, John.",,discovered,canonical,no,family guide to health and husbandry,niesz john::family guide to health and husbandry,394,88,90,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: domestic-medicine; recommended lane: nlm-digital-collections; canonical candidate
49,1468,uncovered_family,family-ramillete-de-flores-de-la-medicina-para-que-los--4b47397819,Ramillete de flores de la medicina para que los pobres se puedan curar sin ocupar otra persona,wellcome-r3rj6n8q,1,0,1,0,wellcome-collection,UK,herbal,wellcome-r3rj6n8q,Ramillete de flores de la medicina para que los pobres se puedan curar sin ocupar otra persona / escrito por Francisco Xavier Ramirez.,wellcome-collection,UK,,1890,discovered,canonical,no,ramillete de flores de la medicina para que los pobres se puedan curar sin ocupar otra persona,unknown::ramillete de flores de la medicina para que los pobres se puedan curar sin ocupar otra persona,435,56,95,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: herbal; recommended lane: wellcome-collection; canonical candidate
50,1467,uncovered_family,family-health-in-your-homes-unknown-11823b6c42,"""Health in your homes""",wellcome-zcg9d8jk,1,0,1,0,wellcome-collection,UK,household-health;public-health,wellcome-zcg9d8jk,"""Health in your homes"" : a lecture delivered to the members and friends of St. George's Young Men's Society, Barnsley, Feb. 24th, 1885 / by J. Fletcher Horne.",wellcome-collection,UK,,1885,discovered,canonical,no,health in your homes,unknown::health in your homes,477,0,52,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: household-health;public-health; recommended lane: wellcome-collection; canonical candidate
51,1467,uncovered_family,family-catalogus-variorum-exoticorum-rarissimorum-maxim-8642aaf502,Catalogus variorum exoticorum rarissimorum maximam partem incognitorum et nullibi descriptorum medicinae curiositati inseruientium quae in museo suo breui luci exponendo possidet,wellcome-rjj6mh83,1,0,1,0,wellcome-collection,UK,botany;materia-medica,wellcome-rjj6mh83,Catalogus variorum exoticorum rarissimorum maximam partem incognitorum et nullibi descriptorum partim medicinae partim curiositati inseruientium quae in museo suo breui luci exponendo possidet / Abrahamus Vater D. et P.P Anat. et Botan. substitutus.,wellcome-collection,UK,,1726,discovered,canonical,yes,catalogus variorum exoticorum rarissimorum maximam partem incognitorum et nullibi descriptorum medicinae curiositati inseruientium quae in museo suo breui luci exponendo possidet,unknown::catalogus variorum exoticorum rarissimorum maximam partem incognitorum et nullibi descriptorum medicinae curiositati inseruientium quae in museo suo breui luci exponendo possidet,447,0,82,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany;materia-medica; recommended lane: wellcome-collection; canonical candidate
